-60.263, 13.198, 100
-58.67, 14.407, 100
-57.077, 15.617, 100
-55.484, 16.826, 100
-53.891, 18.035, 100
-52.298, 19.244, 100
-50.705, 20.454, 100
-49.112, 21.663, 100
-47.519, 22.872, 100
-45.674, 23.332, 100
-43.674, 23.332, 100
-41.674, 23.332, 100
-39.674, 23.332, 100
-37.674, 23.332, 100
-35.674, 23.332, 100
-33.674, 23.332, 100
-31.674, 23.332, 100
-29.674, 23.332, 100
-27.735, 23.525, 100
-26.102, 24.679, 100
-24.468, 25.833, 100
-22.834, 26.987, 100
-21.201, 28.141, 100
-19.567, 29.295, 100
-17.934, 30.449, 100
-16.3, 31.602, 100
-14.666, 32.756, 100
-13.033, 33.91, 100
-11.399, 35.064, 100
-10.341, 36.53, 100
-10.267, 38.528, 100
-10.193, 40.527, 100
-10.119, 42.525, 100
-10.044, 44.524, 100
-9.97, 46.523, 100
-9.896, 48.521, 100
-9.822, 50.52, 100
-9.748, 52.519, 100
-9.674, 54.517, 100
-9.599, 56.516, 100
-9.525, 58.514, 100
-10.064, 57.603, 100
-10.803, 55.744, 100
-11.541, 53.885, 100
-12.279, 52.026, 100
-13.018, 50.168, 100
-13.756, 48.309, 100
-14.495, 46.45, 100
-15.233, 44.592, 100
-15.972, 42.733, 100
-16.71, 40.874, 100
-17.448, 39.016, 100
-18.187, 37.157, 100
-18.925, 35.298, 100
-19.664, 33.44, 100
-20.402, 31.581, 100
-21.141, 29.722, 100
-21.879, 27.864, 100
-22.617, 26.005, 100
-23.356, 24.146, 100
-23.623, 24.698, 100
-23.608, 26.698, 100
-23.592, 28.698, 100
-23.577, 30.698, 100
-23.561, 32.698, 100
-23.546, 34.698, 100
-23.53, 36.698, 100
-23.515, 38.698, 100
-23.499, 40.698, 100
-23.484, 42.698, 100
-23.468, 44.698, 100
-23.453, 46.697, 100
-24.593, 46.27, 100
-26.136, 44.997, 100
-27.678, 43.723, 100
-29.22, 42.45, 100
-30.763, 41.177, 100
-32.305, 39.904, 100
-33.848, 38.631, 100
-35.388, 37.914, 100
-36.919, 39.2, 100
-38.451, 40.487, 100
-39.982, 41.773, 100
-41.513, 43.059, 100
-43.045, 44.346, 100
-44.576, 45.632, 100
-46.108, 46.918, 100
-47.639, 48.205, 100
-49.17, 49.491, 100
-50.702, 50.778, 100
-52.233, 52.064, 100
-53.765, 53.35, 100
-55.296, 54.637, 100
-56.828, 55.923, 100
-58.359, 57.21, 100
-59.89, 58.496, 100
-61.422, 59.782, 100
-62.953, 61.069, 100
-64.485, 62.355, 100
-66.016, 63.641, 100
-67.043, 64.504, 100
-65.51, 63.219, 100
-63.978, 61.934, 100
-62.446, 60.649, 100
-60.913, 59.363, 100
-59.381, 58.078, 100
-57.849, 56.793, 100
-56.316, 55.508, 100
-55.658, 53.731, 100
-55.354, 51.754, 100
-55.051, 49.777, 100
-54.748, 47.8, 100
-54.445, 45.823, 100
-54.142, 43.846, 100
-53.839, 41.869, 100
-53.536, 39.893, 100
-53.233, 37.916, 98.88
-52.929, 35.939, 96.277
-52.626, 33.962, 93.601
-52.323, 31.985, 90.847
-52.02, 30.008, 88.007
-51.717, 28.031, 85.072
